San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West)
3,3,3,13,24,23
4,4,4,14,25,24
5,5,5,15,26,25
6,6,6,16,27,26
7,7,7,17,28,27
8,8,8,18,29,28
9,9,9,19,30,29
10,10,10,20,31,30
11,11,11,21,32,31
12,12,12,22,33,32
13,13,13,23,34,33
14,14,14,24,35,34
15,15,15,25,36,35
16,16,16,26,37,36
0,0,0,27,38,37
1,1,1,28,0,38
2,2,2,29,1,39
3,3,3,30,2,40
4,4,4,31,3,41
5,5,5,32,4,42
6,6,6,0,5,43
7,7,7,1,6,44
8,8,8,2,7,45
9,9,9,3,8,46
10,10,10,4,9,47
11,11,11,5,10,48
12,12,12,6,11,49
13,13,13,7,12,50
14,14,14,8,13,51
15,15,15,9,14,52
0,0,16,10,15,53
1,1,17,11,16,54
2,2,18,12,17,55
3,3,19,13,18,56
4,4,0,14,19,57
5,5,1,15,20,58
6,6,2,16,21,59
7,7,3,17,22,60
8,8,4,18,23,61
9,9,5,19,24,62
10,10,6,20,25,63
11,11,7,21,26,64
12,12,8,22,27,65
13,13,9,23,28,66
14,14,10,24,29,67
15,15,11,25,30,68
16,16,12,26,31,69
17,17,13,27,32,70
0,0,14,28,33,71
1,1,15,29,34,72
2,2,16,30,35,73
3,3,17,31,36,74
4,4,18,0,37,75
5,5,19,1,38,76
6,6,20,2,39,77
7,7,21,3,40,78
8,8,0,4,41,79
9,9,1,5,42,80
10,10,2,6,43,81
11,11,3,7,0,82
12,12,4,8,1,83
13,13,5,9,2,84
14,14,6,10,3,85
15,15,7,11,4,86
0,0,8,12,5,87
1,1,9,13,6,88
2,2,10,14,7,89
3,3,11,15,8,90
4,4,12,16,9,91
5,5,13,17,10,92
6,6,14,18,11,93
7,7,15,19,12,94
8,8,16,20,13,95
9,9,17,21,14,96
10,10,18,22,15,97
11,11,19,23,16,98
12,12,20,24,17,99
13,13,0,25,18,100
14,14,1,26,19,101
15,15,2,27,20,102
16,16,3,28,21,103
17,17,4,29,22,104
18,18,5,30,23,105
0,0,6,31,24,106
1,1,7,32,25,107
2,2,8,33,26,108
3,3,9,34,27,109
4,4,10,0,28,110
5,5,11,1,29,111
6,6,12,2,30,112
7,7,13,3,31,113
8,8,14,4,32,114
9,9,15,5,33,115
10,10,16,6,34,116
11,11,17,7,35,117
12,12,18,8,36,118
13,13,19,9,37,119
14,14,20,10,38,120
15,15,0,11,39,0
16,16,1,12,40,1
17,17,2,13,41,2
18,18,3,14,42,3
0,0,4,15,43,4
1,1,5,16,44,5
2,2,6,17,0,6
3,3,7,18,1,7
4,4,8,19,2,8
5,5,9,20,3,9
6,6,10,21,4,10
7,7,11,22,5,11
8,8,12,23,6,12
9,9,13,24,7,13
10,10,14,25,8,14
11,11,15,26,9,15
12,12,16,27,10,16
13,13,17,28,11,17
14,14,0,29,12,18
15,15,1,30,13,19
16,16,2,31,14,20
17,17,3,32,15,21
18,18,4,0,16,22
19,19,5,1,17,23
0,0,6,2,18,24
1,1,7,3,19,25
2,2,8,4,20,26
3,3,9,5,21,27
4,4,10,6,22,28
5,5,11,7,23,29
6,6,12,8,24,30
7,7,13,9,25,31
8,8,14,10,26,32
9,9,15,11,27,33
10,10,16,12,28,34
11,11,17,13,29,35
12,12,0,14,30,36
13,13,1,15,31,37
14,14,2,16,32,38
15,15,3,17,33,39
16,16,4,18,34,40
0,0,5,19,35,41
1,1,6,20,36,42
2,2,7,21,37,43
3,3,8,22,38,44
4,4,9,23,39,45
5,5,10,24,40,46
6,6,11,0,41,47
7,7,12,1,42,48
8,8,13,2,0,49
9,9,14,3,1,50
10,10,15,4,2,51
11,11,16,5,3,52
12,12,17,6,4,53
13,13,18,7,5,54
14,14,0,8,6,55
15,15,1,9,7,56
16,16,2,10,8,57
17,17,3,11,9,58
18,18,4,12,10,59
0,0,5,13,11,60
1,1,6,14,12,61
2,2,7,15,13,62
3,3,8,16,14,63
4,4,9,17,15,64
5,5,10,18,16,65
6,6,11,19,17,66
7,7,12,20,18,67
8,8,13,21,19,68
9,9,14,22,20,69
10,10,15,23,21,70
11,11,16,24,22,71
12,12,17,25,23,72
13,13,0,26,24,73
14,14,1,27,25,74
15,15,2,28,26,75
16,16,3,29,27,76
17,17,4,30,28,77
18,18,5,31,29,78
0,0,6,32,30,79
1,1,7,33,31,80
2,2,8,34,32,81
3,3,9,0,33,82
4,4,10,1,34,83
5,5,11,2,35,84
6,6,12,3,36,85
7,7,13,4,37,86
8,8,14,5,38,0
9,9,15,6,39,1
10,10,16,7,40,2
11,11,17,8,41,3
0,12,0,9,42,4
1,13,1,10,43,5
2,14,2,11,44,6
3,15,3,12,45,7
4,16,4,13,0,8
5,17,5,14,1,9
0,0,6,15,2,10
1,1,7,16,3,11
2,2,8,17,4,12
3,3,9,18,5,13
4,4,10,19,6,14
5,5,11,20,7,15
6,6,12,21,8,16
7,7,13,22,9,17
8,8,14,23,10,18
9,9,15,24,11,19
10,10,16,25,12,20
11,11,17,26,13,21
12,12,18,27,14,22
0,0,0,28,15,23
1,1,1,29,16,24
2,2,2,30,17,25
3,3,3,0,18,26
4,4,4,1,19,27
5,5,5,2,20,28
6,6,6,3,21,29
7,7,7,4,22,30
8,8,8,5,23,31
9,9,9,6,24,32
10,10,10,7,25,33
11,11,11,8,26,34
12,12,12,9,27,35
13,13,13,10,28,36
14,14,14,11,29,37
15,15,15,12,30,38
0,0,16,13,31,39
1,1,17,14,32,40
2,2,18,15,33,41
3,3,19,16,34,42
4,4,20,17,35,43
5,5,21,18,36,44
6,6,0,19,37,0
7,7,1,20,38,1
8,8,2,21,39,2
9,9,3,22,40,3
10,10,4,23,41,4
11,11,5,24,42,5
12,12,6,25,43,6
13,13,7,26,44,7
14,14,8,27,0,8
15,15,9,28,1,9
16,16,10,29,2,10
0,0,11,30,3,11
1,1,12,31,4,12
2,2,13,32,5,13
3,3,14,0,6,14
4,4,15,1,7,15
5,5,16,2,8,16
6,6,17,3,9,17
7,7,18,4,10,18
8,8,19,5,11,19
9,9,0,6,12,20
10,10,1,7,13,21
11,11,2,8,14,22
12,12,3,9,15,23
13,13,4,10,16,24
14,14,5,11,17,25
15,15,6,12,18,26
16,16,7,13,19,27
17,17,8,14,20,28
0,0,9,15,21,29
1,1,10,16,22,30
2,2,11,17,23,31
3,3,12,18,24,32
4,4,13,19,25,33
5,5,14,20,26,34
6,6,15,21,27,35
7,7,16,22,28,36
8,8,17,23,29,37
9,9,0,24,30,38
10,10,1,25,31,39
11,11,2,26,32,40
12,12,3,27,33,41
13,13,4,28,34,42
14,14,5,29,35,43
0,0,6,30,36,44
1,1,7,31,37,45
2,2,8,0,38,46
3,3,9,1,39,47
4,4,10,2,40,48
5,5,11,3,41,49
6,6,12,4,42,50
7,7,13,5,43,51
8,8,0,6,44,52
9,9,1,7,0,53
10,10,2,8,1,54
11,11,3,9,2,55
12,12,4,10,3,56
13,13,5,11,4,57
14,14,6,12,5,58
15,0,7,13,6,59
16,1,8,14,7,60
17,2,9,15,8,61
18,3,10,16,9,62
0,4,11,17,10,63
1,5,12,18,11,0
2,6,13,19,12,1
3,7,14,20,13,2
4,8,15,21,14,3
5,9,16,22,15,4
6,10,17,23,16,5
7,11,18,24,17,6
8,12,19,25,18,7
9,13,20,26,19,8
10,14,0,27,20,9
11,15,1,0,21,10
12,16,2,1,22,11
13,17,3,2,23,12
14,18,4,3,24,13
15,19,5,4,25,14
16,20,6,5,26,15
0,0,7,6,27,16
1,1,8,7,28,17
2,2,9,8,29,18
3,3,10,9,30,19
4,4,11,10,31,20
5,5,12,11,32,21
6,6,13,12,33,22
7,7,14,13,34,23
8,8,15,14,35,24
9,9,16,15,36,25
10,10,17,16,37,26
11,11,18,17,38,27
12,12,19,18,39,28
13,13,20,19,40,29
14,14,21,20,41,30
15,15,0,21,42,31
16,16,1,22,0,32
17,17,2,23,1,33
18,18,3,24,2,34
19,19,4,25,3,35
20,20,5,26,4,36
0,0,6,27,5,37
1,1,7,28,6,38
2,2,8,29,7,39
3,3,9,30,8,40
4,4,10,31,9,41
5,5,11,32,10,42
6,6,12,33,11,43
7,7,13,0,12,44
8,8,14,1,13,45
9,9,15,2,14,46
10,10,16,3,15,47
11,11,17,4,16,48
12,12,18,5,17,49
13,13,19,6,18,50
14,14,0,7,19,0
15,15,1,8,20,1
16,16,2,9,21,2
17,17,3,10,22,3
18,18,4,11,23,4
19,19,5,12,24,5
0,0,6,13,25,6
1,1,7,14,26,7
2,2,8,15,27,8
3,3,9,16,28,9
4,4,10,17,29,10
5,5,11,18,30,11
6,6,12,19,31,12
7,7,13,20,32,13
8,8,14,21,33,14
9,9,15,22,34,15
10,10,16,23,35,16
11,11,17,24,36,17
12,12,18,25,37,18
13,13,19,26,38,19
0,14,0,27,39,20
1,15,1,28,40,21
2,16,2,29,41,22
3,17,3,30,0,23
4,18,4,31,1,24
5,19,5,32,2,25
6,20,6,0,3,26
0,0,7,1,4,27
1,1,8,2,5,28
2,2,9,3,6,29
3,3,10,4,7,30
4,4,11,5,8,31
5,5,12,6,9,32
6,6,13,7,10,33
7,7,14,8,11,34
8,8,15,9,12,35
9,9,16,10,13,36
10,10,17,11,14,37
0,11,18,12,15,38
1,12,19,13,16,39
2,13,20,14,17,40
3,14,21,15,18,41
4,15,22,16,19,42
5,16,0,17,20,43
6,17,1,18,21,44
7,18,2,19,22,45
8,19,3,20,23,46
9,20,4,21,24,47
0,0,5,22,25,48
1,1,6,23,26,49
2,2,7,24,27,50
3,3,8,25,28,51
4,4,9,26,29,52
5,5,10,27,30,53
6,6,11,28,31,54
7,7,12,29,32,55
8,8,13,30,33,56
9,9,14,0,34,57
10,10,15,1,35,58
0,11,0,2,36,59
1,12,1,3,37,60
2,13,2,4,38,61
3,14,3,5,39,62
4,15,4,6,40,63
5,16,5,7,41,64
6,17,6,8,42,65
7,18,7,9,0,66
8,0,8,10,1,67
9,1,9,11,2,68
10,2,10,12,3,69
11,3,11,13,4,70
12,4,12,14,5,71
13,5,13,15,6,72
14,6,14,16,7,73
15,7,15,17,8,74
16,8,16,18,9,75
0,9,17,19,10,76
1,10,18,20,11,77
2,11,0,21,12,78
3,12,1,22,13,79
4,13,2,23,14,80
5,14,3,24,15,81
6,15,4,25,16,82
7,16,5,26,17,0
8,17,6,27,18,1
9,18,7,28,19,2
0,0,8,29,20,3
1,1,9,30,21,4
2,2,10,31,22,5
3,3,11,32,23,6
4,4,12,0,24,7
0,5,13,1,25,8
1,6,14,2,26,9
2,7,15,3,27,10
3,8,16,4,28,11
4,9,17,5,29,12
5,10,18,6,30,13
6,11,0,7,31,14
7,12,1,8,32,15
8,13,2,9,33,16
9,14,3,10,34,17
10,15,4,11,35,18
11,16,5,12,36,19
12,17,6,13,37,20
13,18,7,14,38,21
0,0,8,15,39,22
1,1,9,16,40,23
2,2,10,17,41,24
3,3,11,18,42,25
4,4,12,19,43,26
5,5,13,20,0,27
6,6,14,21,1,28
7,7,15,22,2,29
8,8,16,23,3,30
9,9,17,24,4,31
10,10,18,25,5,32
11,11,19,26,6,33
12,12,20,27,7,34
13,13,21,28,8,35
14,14,0,29,9,36
15,15,1,30,10,37
16,16,2,31,11,38
17,17,3,32,12,39
0,0,4,33,13,40
1,1,5,0,14,41
2,2,6,1,15,42
3,3,7,2,16,43
4,4,8,3,17,44
5,5,9,4,18,45
6,6,10,5,19,46
7,7,11,6,20,47
8,8,12,7,21,48
9,9,13,8,22,49
10,10,14,9,23,50
11,11,15,10,24,51
12,12,16,11,25,52
13,13,17,12,26,53
14,14,18,13,27,0
15,15,19,14,28,1
16,16,20,15,29,2
17,17,21,16,30,3
0,0,0,17,31,4
1,1,1,18,32,5
2,2,2,19,33,6
3,3,3,20,34,7
4,4,4,21,35,8
5,5,5,22,36,9
6,6,6,23,37,10
7,7,7,24,38,11
8,8,8,25,0,12
9,9,9,26,1,13
10,10,10,27,2,14
11,11,11,28,3,15
12,12,12,29,4,16
13,13,13,30,5,17
14,14,14,31,6,18
15,15,15,32,7,19
16,16,16,0,8,20
17,17,17,1,9,21
18,18,18,2,10,22
0,0,19,3,11,23
1,1,20,4,12,24
2,2,21,5,13,25
3,3,0,6,14,26
4,4,1,7,15,27
5,5,2,8,16,28
6,6,3,9,17,29
7,7,4,10,18,30
8,8,5,11,19,31
9,9,6,12,20,32
10,10,7,13,21,33
11,11,8,14,22,34
12,12,9,15,23,35
13,13,10,16,24,36
14,14,11,17,25,37
15,15,12,18,26,38
16,16,13,19,27,39
17,17,14,20,28,40
18,18,15,21,29,41
0,0,0,22,30,42
1,1,1,0,31,43
2,2,2,1,32,44
3,3,3,2,33,45
4,4,4,3,34,46
5,5,5,4,35,47
6,6,6,5,36,48
7,7,7,6,37,49
8,8,8,7,38,50
9,9,9,8,39,51
10,10,10,9,40,52
11,11,11,10,41,53
12,12,12,11,0,54
13,13,13,12,1,55
14,14,14,13,2,56
15,15,15,14,3,57
16,16,16,15,4,58
17,17,17,16,5,59
18,18,18,17,6,60
0,0,0,18,7,61
1,1,1,19,8,62
2,2,2,20,9,63
3,3,3,21,10,64
4,4,4,22,11,65
5,5,5,23,12,66
6,6,6,24,13,67
7,7,7,25,14,68
8,8,8,26,15,69
9,9,9,27,16,70
10,10,10,28,17,71
11,11,11,29,18,72
12,12,12,30,19,73
13,13,13,31,20,74
14,14,14,32,21,75
15,15,15,33,22,76
16,16,16,34,23,77
17,17,17,35,24,78
0,0,18,0,25,79
1,1,19,1,26,80
2,2,20,2,27,81
3,3,21,3,28,82
4,4,22,4,29,83
5,5,0,5,30,0
6,6,1,6,31,1
7,7,2,7,32,2
8,8,3,8,33,3
9,9,4,9,34,4
10,10,5,10,35,5
11,11,6,11,36,6
12,12,7,12,37,7
13,13,8,13,38,8
14,14,9,14,39,9
15,15,10,15,0,10
16,16,11,16,1,11
0,0,12,17,2,12
1,1,13,18,3,13
2,2,14,19,4,14
3,3,15,20,5,15
4,4,16,21,6,16
5,5,17,22,7,17
6,6,0,23,8,18
7,7,1,24,9,19
8,8,2,25,10,20
9,9,3,26,11,21
10,10,4,27,12,22
11,11,5,28,13,23
12,12,6,29,14,24
13,13,7,30,15,25
14,14,8,31,16,26
15,15,9,32,17,27
16,16,10,33,18,28
17,17,11,34,19,29
18,18,12,0,20,30
0,0,13,1,21,31
1,1,14,2,22,32
2,2,15,3,23,33
3,3,16,4,24,34
4,4,17,5,25,35
5,5,18,6,26,36
6,6,19,7,27,37
7,7,20,8,28,38
8,8,21,9,29,0
9,9,22,10,30,1
10,10,0,11,31,2
11,11,1,12,32,3
12,12,2,13,33,4
13,13,3,14,34,5
14,14,4,15,35,6
15,15,5,16,36,7
16,16,6,17,37,8
0,0,7,18,38,9
1,1,8,19,39,10
2,2,9,20,40,11
3,3,10,21,0,12
4,4,11,22,1,13
5,5,12,23,2,14
6,6,13,24,3,15
7,7,14,25,4,16
8,8,15,26,5,17
9,9,16,27,6,18
10,10,17,28,7,19
11,11,18,29,8,20
12,12,19,30,9,21
13,13,0,31,10,22
14,14,1,32,11,23
15,15,2,33,12,24
16,16,3,34,13,25
17,17,4,35,14,26
0,0,5,0,15,27
1,1,6,1,16,28
2,2,7,2,17,29
3,3,8,3,18,30
4,4,9,4,19,31
5,5,10,5,20,32
6,6,11,6,21,33
7,7,12,7,22,34
8,8,13,8,23,35
9,9,14,9,24,36
10,10,15,10,25,37
11,11,16,11,26,38
12,12,17,12,27,39
13,13,18,13,28,40
14,14,19,14,29,41
15,15,0,15,30,42
16,16,1,16,31,43
0,0,2,17,32,44
1,1,3,18,33,45
2,2,4,19,34,46
3,3,5,20,35,47
4,4,6,21,36,48
5,5,7,22,37,49
6,6,8,23,38,50
7,7,9,24,39,51
8,8,10,25,40,52
9,9,11,26,41,53
10,10,12,27,42,54
11,11,13,28,43,55
12,12,14,29,44,56
13,13,15,30,45,57
14,14,16,31,0,58
15,15,17,32,1,59
0,0,18,33,2,60
1,1,19,0,3,61
2,2,0,1,4,62
3,3,1,2,5,63
4,4,2,3,6,64
5,5,3,4,7,65
6,6,4,5,8,66
7,7,5,6,9,67
8,8,6,7,10,68
9,9,7,8,11,69
10,10,8,9,12,70
11,11,9,10,13,71
12,12,10,11,14,72
13,13,11,12,15,73
14,14,12,13,16,74
15,15,13,14,17,75
16,16,14,15,18,76
17,17,15,16,19,77
18,18,16,17,20,78
0,0,0,18,21,0
1,1,1,19,22,1
2,2,2,20,23,2
3,3,3,21,24,3
4,4,4,22,25,4
5,5,5,23,26,5
6,6,6,24,27,6
7,7,7,25,28,7
8,8,8,26,29,8
9,9,9,27,30,9
10,10,10,28,31,10
11,11,11,29,32,11
12,12,12,30,33,12
13,13,13,0,34,13
14,14,14,1,35,14
15,15,15,2,36,15
0,0,16,3,37,16
1,1,17,4,38,17
2,2,18,5,39,18
3,3,0,6,40,19
4,4,1,7,41,20
5,5,2,8,42,21
6,6,3,9,43,22
7,7,4,10,44,23
8,8,5,11,0,24
9,9,6,12,1,25
10,10,7,13,2,26
11,11,8,14,3,27
12,12,9,15,4,28
13,13,10,16,5,29
14,14,11,17,6,30
15,15,12,18,7,31
16,16,13,19,8,32
17,17,14,20,9,33
18,18,15,21,10,34
0,0,16,22,11,35
1,1,17,23,12,36
2,2,18,24,13,37
3,3,19,25,14,38
4,4,20,26,15,39
5,5,21,27,16,40
6,6,0,28,17,41
7,7,1,29,18,42
8,8,2,30,19,43
9,9,3,31,20,44
10,10,4,0,21,45
11,11,5,1,22,46
12,12,6,2,23,47
13,13,7,3,24,48
14,14,8,4,25,49
15,15,9,5,26,50
16,16,10,6,27,51
17,17,11,7,28,52
0,0,12,8,29,53
1,1,13,9,30,54
2,2,14,10,31,55
3,3,15,11,32,56
4,4,16,12,33,57
5,5,17,13,34,58
6,6,18,14,35,59
7,7,0,15,0,60
8,8,1,16,1,61
9,9,2,17,2,62
10,10,3,18,3,63
11,11,4,19,4,64
12,12,5,20,5,65
13,13,6,21,6,66
14,14,7,22,7,67
15,15,8,23,8,68
16,16,9,24,9,69
0,0,10,25,10,70
1,1,11,26,11,71
2,2,12,27,12,72
3,3,13,28,13,73
4,4,14,29,14,74
5,5,15,30,15,75
6,6,16,31,16,76
7,7,17,32,17,77
8,8,18,33,18,78
9,9,19,34,19,79
10,10,20,0,20,80
11,11,21,1,21,81
12,12,0,2,22,0
13,13,1,3,23,1
14,14,2,4,24,2
15,15,3,5,25,3
16,16,4,6,26,4
17,17,5,7,27,5
18,18,6,8,28,6
0,0,7,9,29,7
1,1,8,10,30,8
2,2,9,11,31,9
3,3,10,12,32,10
4,4,11,13,33,11
5,5,12,14,34,12
6,6,13,15,0,13
7,7,14,16,1,14
8,8,15,17,2,15
9,9,16,18,3,16
10,10,17,19,4,17
11,11,18,20,5,18
12,12,19,21,6,19
13,13,0,22,7,0
14,14,1,23,8,1
15,15,2,24,9,2
16,16,3,25,10,3
17,17,4,26,11,4
0,0,5,27,12,5
1,1,6,28,13,6
2,2,7,0,14,7
3,3,8,1,15,8
4,4,9,2,16,9
5,5,10,3,17,10
6,6,11,4,18,11
7,7,12,5,19,12
8,8,13,6,20,13
9,9,14,7,21,14
10,10,15,8,22,15
11,11,16,9,23,16
12,12,17,10,24,17
13,13,18,11,25,18
14,14,19,12,26,19
0,0,0,13,27,20
1,1,1,14,28,21
2,2,2,15,29,22
3,3,3,16,30,23
4,4,4,17,31,24
5,5,5,18,32,25
6,6,6,19,33,26
7,7,7,20,34,27
8,8,8,21,35,28
9,9,9,22,36,29
10,10,10,23,37,30
11,11,11,24,38,31
12,12,12,25,39,32
13,13,13,26,40,33
14,14,14,27,41,34
0,0,15,0,42,35
1,1,16,1,0,36
2,2,17,2,1,37
3,3,18,3,2,38
4,4,19,4,3,39
5,5,20,5,4,40
6,6,0,6,5,41
7,7,1,7,6,0
8,8,2,8,7,1
9,9,3,9,8,2
10,10,4,10,9,3
11,11,5,11,10,4
12,12,6,12,11,5
13,13,7,13,12,6
14,14,8,14,13,7
15,15,9,15,14,8
0,0,10,16,15,9
1,1,11,17,16,10
2,2,12,18,17,11
3,3,13,19,18,12
4,4,14,20,19,13
5,5,15,21,20,14
6,6,16,22,21,15
7,7,17,23,22,16
8,8,18,24,23,17
9,9,19,25,24,18
10,10,20,26,25,19
11,11,0,27,26,20
12,12,1,28,27,21
13,13,2,0,28,22
14,14,3,1,29,23
15,15,4,2,30,24
16,16,5,3,31,25
17,17,6,4,32,26
0,0,7,5,33,27
1,1,8,6,34,28
2,2,9,7,35,29
3,3,10,8,36,30
4,4,11,9,37,31
5,5,12,10,38,32
6,6,13,11,39,33
7,7,14,12,40,34
8,8,15,13,41,35
9,9,16,14,0,36
10,10,17,15,1,37
11,11,18,16,2,38
12,12,19,17,3,39
13,13,20,18,4,40
14,14,0,19,5,41
15,15,1,20,6,42
16,16,2,21,7,43
17,17,3,22,8,44
0,0,4,23,9,45
1,1,5,24,10,46
2,2,6,25,11,47
3,3,7,26,12,48
4,4,8,27,13,49
5,5,9,28,14,50
6,6,10,29,15,51
7,7,11,0,16,52
8,8,12,1,17,53
9,9,13,2,18,54
10,10,14,3,19,55
11,11,15,4,20,56
12,12,16,5,21,57
13,13,17,6,22,58
14,14,18,7,23,59
15,15,19,8,24,60
16,16,20,9,25,61
17,17,0,10,26,0
18,18,1,11,27,1
19,19,2,12,28,2
0,0,3,13,29,3
1,1,4,14,30,4
2,2,5,15,31,5
3,3,6,16,32,6
4,4,7,17,33,7
5,5,8,18,34,8
6,6,9,19,35,9
7,7,10,20,36,10
8,8,11,21,37,11
9,9,12,22,38,12
10,10,13,23,39,13
11,11,14,24,0,14
12,12,15,25,1,15
13,13,16,26,2,16
14,14,17,27,3,17
15,15,18,28,4,18
16,16,19,29,5,19
17,17,0,30,6,20
18,18,1,31,7,21
19,19,2,32,8,22
0,0,3,33,9,23
1,1,4,34,10,24
2,2,5,35,11,25
3,3,6,0,12,26
4,4,7,1,13,27
5,5,8,2,14,28
6,6,9,3,15,29
7,7,10,4,16,30
8,8,11,5,17,31
9,9,12,6,18,32
10,10,13,7,19,33
11,11,14,8,20,34
12,12,0,9,21,35
13,13,1,10,22,36
14,14,2,11,23,37
15,15,3,12,24,38
16,16,4,13,25,39
0,0,5,14,26,40
1,1,6,15,27,41
2,2,7,16,28,42
3,3,8,17,29,43
4,4,9,18,30,44
5,5,10,19,31,45
6,6,11,20,32,46
7,7,12,21,0,47
8,8,13,22,1,48
9,9,14,23,2,49
10,10,15,24,3,50
11,11,16,25,4,51
12,12,17,26,5,52
13,13,18,27,6,53
0,14,0,28,7,54
1,15,1,29,8,55
2,16,2,30,9,56
3,17,3,31,10,57
4,18,4,32,11,58
5,19,5,33,12,59
6,20,6,34,13,0
7,21,7,35,14,1
8,0,8,0,15,2
9,1,9,1,16,3
10,2,10,2,17,4
11,3,11,3,18,5
12,4,12,4,19,6
13,5,13,5,20,7
14,6,14,6,21,8
15,7,15,7,22,9
16,8,16,8,23,10
17,9,17,9,24,11
0,10,18,10,25,12
1,11,19,11,26,13
2,12,20,12,27,14
3,13,21,13,28,15
4,14,22,14,29,16
5,15,0,15,30,17
6,0,1,16,31,18
7,1,2,17,32,19
8,2,3,18,33,20
9,3,4,19,34,21
10,4,5,20,35,22
11,5,6,21,36,23
12,6,7,22,37,24
13,7,8,23,38,25
14,8,9,24,39,26
15,9,10,25,40,27
0,0,11,26,0,28
1,1,12,27,1,29
2,2,13,28,2,30
3,3,14,29,3,31
4,4,15,30,4,32
5,5,16,31,5,33
6,6,17,32,6,34
7,7,18,0,7,35
8,8,19,1,8,36
9,9,20,2,9,37
10,0,0,3,10,38
11,1,1,4,11,39
12,2,2,5,12,40
13,3,3,6,13,41
14,4,4,7,14,42
15,5,5,8,15,43
16,6,6,9,16,44
17,7,7,10,17,45
18,8,8,11,18,46
19,9,9,12,19,47
20,10,10,13,20,48
21,11,11,14,21,49
0,0,12,15,22,50
1,1,13,16,23,51
2,2,14,17,24,52
3,3,15,18,25,53
4,4,16,19,26,54
5,5,17,20,27,55
6,6,18,21,28,56
7,7,19,22,29,57
8,8,0,23,30,0
9,9,1,24,0,1
10,10,2,25,1,2
11,11,3,26,2,3
12,12,4,27,3,4
13,13,5,28,4,5
14,14,6,29,5,6
15,15,7,30,6,7
16,16,8,31,7,8
17,17,9,32,8,9
0,0,10,33,9,10
1,1,11,0,10,11
2,2,12,1,11,12
3,3,13,2,12,13
4,4,14,3,13,14
5,5,15,4,14,15
6,6,16,5,15,16
7,7,17,6,16,17
8,8,18,7,17,18
9,9,19,8,18,19
10,10,20,9,19,20
11,11,0,10,20,21
12,12,1,11,21,22
13,13,2,12,22,23
14,14,3,13,23,24
15,15,4,14,24,25
16,16,5,15,25,26
17,17,6,16,26,27
18,18,7,17,27,28
0,0,8,18,28,29
1,1,9,19,29,30
2,2,10,20,30,31
3,3,11,21,31,32
4,4,12,22,32,33
5,5,13,23,33,34
6,6,14,24,34,35
7,7,15,25,35,36
8,8,16,26,0,37
9,9,17,27,1,38
10,10,18,28,2,39
11,11,0,29,3,40
12,12,1,30,4,41
13,13,2,31,5,42
14,14,3,0,6,43
15,15,4,1,7,44
16,16,5,2,8,45
17,17,6,3,9,46
0,0,7,4,10,47
1,1,8,5,11,48
2,2,9,6,12,49
3,3,10,7,13,50
4,4,11,8,14,51
5,5,12,9,15,52
6,6,13,10,16,53
7,7,14,11,17,54
8,8,15,12,18,55
9,9,16,13,19,56
10,10,17,14,20,57
11,11,18,15,21,58
12,12,19,16,22,59
13,13,20,17,23,60
14,14,21,18,24,61
15,15,0,19,25,62
16,16,1,20,26,63
17,17,2,21,27,64
0,0,3,22,28,65
1,1,4,23,29,66
2,2,5,24,30,67
3,3,6,25,31,68
4,4,7,26,32,69
5,5,8,27,33,70
6,6,9,28,34,71
7,7,10,29,0,72
8,8,11,30,1,73
9,9,12,31,2,0
10,10,13,32,3,1
11,11,14,33,4,2
12,12,15,34,5,3
13,13,16,35,6,4
14,14,17,0,7,5
15,15,18,1,8,6
16,16,19,2,9,7
17,17,20,3,10,8
18,18,21,4,11,9
19,19,22,5,12,10
0,0,0,6,13,11
1,1,1,7,14,12
2,2,2,8,15,13
3,3,3,9,16,14
4,4,4,10,17,15
5,5,5,11,18,16
6,6,6,12,19,17
7,7,7,13,20,18
8,8,8,14,21,19
9,9,9,15,22,20
10,10,10,16,23,21
11,11,11,17,24,22
12,12,12,18,25,23
13,13,13,19,26,24
14,14,14,20,27,25
15,15,15,21,28,26
16,16,16,22,29,27
17,17,17,23,30,28
18,18,18,24,31,29
0,0,19,25,32,30
1,1,20,26,33,31
2,2,21,27,34,32
3,3,22,28,35,33
4,4,0,29,36,34
5,5,1,0,37,35
6,6,2,1,38,36
7,7,3,2,39,37
8,8,4,3,40,38
9,9,5,4,0,39
10,10,6,5,1,40
11,11,7,6,2,41
12,12,8,7,3,42
13,13,9,8,4,43
14,14,10,9,5,44
15,15,11,10,6,45
16,16,12,11,7,46
17,17,13,12,8,47
0,0,14,13,9,48
1,1,15,14,10,49
2,2,16,15,11,50
3,3,17,16,12,51
4,4,0,17,13,52
5,5,1,18,14,53
6,6,2,19,15,54
7,7,3,20,16,55
8,8,4,21,17,0
9,9,5,22,18,1
10,10,6,23,19,2
11,11,7,24,20,3
12,12,8,25,21,4
13,13,9,26,22,5
14,14,10,0,23,6
15,15,11,1,24,7
16,16,12,2,25,8
17,17,13,3,26,9
0,0,14,4,27,10
1,1,15,5,28,11
2,2,16,6,29,12
3,3,17,7,30,13
4,4,18,8,31,14
5,5,19,9,32,15
6,6,20,10,33,16
7,7,0,11,34,17
8,8,1,12,35,18
9,9,2,13,36,19
10,10,3,14,37,20
11,11,4,15,38,21
