,San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West)
11304,0,0,0,10,5,5
11305,1,1,1,0,6,6
11306,2,2,2,1,7,7
11307,3,3,3,2,8,8
11308,4,4,4,3,9,9
11309,5,5,5,4,10,10
11310,0,0,6,5,11,11
11311,1,1,7,6,0,12
11312,2,2,0,7,1,13
11313,3,3,1,8,2,14
11314,4,4,2,9,3,15
11315,0,0,3,10,4,16
11316,1,1,4,0,5,17
11317,2,2,5,1,6,18
11318,3,3,0,2,7,19
11319,4,4,1,3,8,20
11320,0,0,2,4,9,21
11321,1,1,3,5,10,22
11322,2,2,4,6,11,23
11323,3,3,5,7,12,24
11324,4,4,6,8,13,25
11325,0,0,0,0,14,26
11326,1,1,1,1,15,27
11327,2,2,2,2,0,28
11328,3,0,3,3,1,29
11329,4,1,4,4,2,30
11330,0,2,5,5,3,31
11331,1,3,6,6,4,32
11332,2,0,0,7,5,33
11333,3,1,1,8,6,34
11334,4,2,2,9,7,0
11335,0,0,3,10,8,1
11336,1,1,4,11,9,2
11337,2,2,5,0,10,3
11338,3,3,6,1,11,4
11339,4,0,0,2,12,5
11340,5,1,1,3,13,6
11341,0,2,2,4,0,7
11342,1,3,3,5,1,8
11343,2,4,4,6,2,9
11344,3,5,5,7,3,10
11345,0,0,6,8,4,11
11346,1,1,7,0,5,12
11347,2,2,0,1,6,13
11348,0,3,1,2,7,14
11349,1,4,2,3,8,15
11350,2,5,3,4,9,16
11351,0,0,4,5,10,17
11352,1,1,5,6,11,18
11353,2,2,0,7,12,19
11354,0,3,1,8,13,20
11355,1,0,2,9,14,21
11356,2,1,3,10,0,22
11357,3,2,4,0,1,23
11358,4,3,5,1,2,24
11359,5,4,6,2,3,25
11360,0,0,0,3,4,26
11361,1,1,1,4,5,27
11362,2,2,2,5,6,28
11363,3,3,3,6,7,29
11364,4,4,4,7,8,30
11365,5,5,5,8,9,31
11366,0,0,0,9,10,32
11367,1,1,1,0,11,33
11368,2,2,2,1,12,34
11369,3,3,3,2,13,35
11370,4,4,4,3,14,36
11371,5,5,5,4,0,0
11372,0,0,0,5,1,1
11373,1,1,1,6,2,2
11374,2,2,2,7,3,3
11375,3,3,3,8,4,4
11376,4,4,4,9,5,5
11377,5,5,5,10,6,6
11378,0,0,0,0,7,7
11379,1,1,1,1,8,8
11380,2,2,2,2,9,9
11381,3,3,3,3,0,10
11382,4,4,4,4,1,11
11383,5,5,5,5,2,12
11384,6,6,6,6,3,13
11385,0,0,0,7,4,14
11386,1,1,1,8,5,15
11387,2,2,2,0,6,16
11388,3,3,3,1,7,17
11389,4,4,4,2,8,18
11390,5,5,5,3,9,19
11391,0,0,0,4,10,20
11392,1,1,1,5,11,21
11393,2,2,2,6,12,22
11394,3,3,3,7,13,23
11395,4,4,4,8,0,24
11396,5,5,5,9,1,25
11397,0,0,0,0,2,26
11398,1,1,1,1,3,27
11399,2,2,2,2,4,0
11400,3,3,3,3,5,1
11401,4,4,4,4,6,2
11402,5,5,5,5,7,3
11403,0,0,6,6,8,4
11404,1,1,0,7,9,0
11405,2,2,1,8,10,1
11406,3,3,2,0,11,2
11407,0,4,3,1,12,3
11408,1,5,4,2,13,4
11409,2,0,5,3,14,5
11410,3,1,6,4,0,6
11411,4,2,0,5,1,7
11412,5,3,1,6,2,8
11413,0,4,2,7,3,9
11414,1,5,3,8,4,10
11415,2,6,4,9,5,11
11416,3,0,5,10,6,12
11417,4,1,6,0,7,13
11418,0,0,0,1,8,14
11419,1,1,1,2,9,15
11420,2,2,2,3,10,0
11421,3,3,3,4,11,1
11422,4,0,4,5,12,2
11423,5,1,5,6,13,3
11424,6,2,6,7,0,4
11425,0,0,0,8,1,5
11426,1,1,1,9,2,6
11427,2,2,2,0,3,7
11428,3,0,3,1,4,8
11429,4,1,4,2,5,9
11430,5,2,5,3,6,10
11431,0,0,0,4,7,11
11432,1,1,1,5,8,12
11433,2,0,2,6,9,13
11434,3,1,3,7,10,14
11435,4,2,4,8,0,15
11436,5,3,5,9,1,16
11437,0,0,0,10,2,17
11438,1,1,1,11,3,18
11439,2,2,2,0,4,19
11440,3,3,3,1,5,20
11441,4,4,4,2,6,21
11442,5,5,5,3,7,22
11443,0,0,6,4,0,0
11444,1,1,0,5,1,0
11445,2,2,1,6,2,1
11446,3,3,2,7,3,2
11447,4,4,3,8,4,3
11448,5,5,4,0,5,4
11449,0,0,5,1,6,5
11450,1,1,6,2,7,6
11451,2,2,0,3,0,7
11452,3,3,1,4,1,8
11453,4,0,2,5,2,9
11454,0,0,3,6,3,10
11455,1,1,4,7,4,11
11456,2,2,5,8,5,12
11457,3,3,6,9,6,13
11458,4,4,7,10,7,14
11459,0,5,0,0,8,15
11460,1,0,1,1,9,16
11461,2,1,2,2,10,0
11462,3,2,3,3,11,1
11463,4,3,4,4,12,2
11464,5,4,5,5,13,3
11465,0,0,6,6,0,4
11466,1,1,0,7,1,5
11467,2,2,1,8,2,6
11468,3,3,2,9,3,7
11469,4,4,3,0,4,8
11470,5,5,4,1,5,9
11471,0,0,5,2,6,10
11472,1,1,6,3,7,11
11473,2,2,7,4,8,12
11474,3,3,0,5,9,13
11475,4,4,1,6,10,14
11476,5,5,2,7,11,15
11477,0,0,3,8,12,16
11478,1,1,4,0,13,17
11479,2,2,5,1,14,0
11480,3,3,6,2,0,1
11481,4,4,0,3,1,2
11482,5,5,1,4,2,3
11483,0,0,2,5,3,4
11484,1,1,3,6,4,5
11485,2,2,4,7,5,6
11486,3,3,5,8,6,7
11487,4,4,6,9,0,8
11488,0,0,0,10,1,9
11489,1,1,1,0,2,10
11490,2,2,2,1,3,11
11491,3,3,3,2,4,12
11492,4,4,4,3,5,13
11493,5,5,5,4,6,14
11494,0,0,0,5,0,15
11495,1,1,1,6,1,16
11496,2,2,2,7,2,17
11497,3,3,3,8,3,18
11498,4,4,4,9,4,0
11499,5,5,5,0,5,1
11500,0,0,6,1,6,2
11501,1,1,0,2,7,3
11502,2,2,1,3,8,4
11503,3,3,2,4,9,5
11504,4,4,3,5,10,6
11505,0,0,4,6,11,7
11506,1,1,5,7,12,8
11507,2,2,6,0,13,9
11508,3,3,0,1,14,10
11509,4,4,1,2,15,11
11510,5,5,2,3,0,12
11511,6,6,3,4,1,13
11512,0,0,4,5,2,14
11513,1,1,5,6,3,15
11514,2,2,6,7,4,16
11515,3,3,0,8,5,0
11516,4,4,1,0,6,1
11517,5,5,2,1,7,2
11518,0,0,3,2,8,3
11519,1,1,4,3,9,4
11520,2,2,5,4,10,5
11521,3,3,6,5,11,6
11522,0,0,0,6,12,7
11523,1,1,1,7,0,8
11524,2,2,2,8,1,9
11525,3,0,3,9,2,10
11526,4,1,4,10,3,11
11527,5,2,5,0,4,12
11528,0,0,6,1,5,13
11529,1,1,7,2,6,14
11530,2,2,0,3,7,15
11531,3,0,1,4,8,16
11532,4,1,2,5,9,17
11533,5,2,3,6,10,18
11534,0,0,4,7,11,19
11535,1,1,5,8,12,20
11536,2,2,6,9,13,21
11537,3,0,0,10,14,22
11538,4,1,1,11,0,23
11539,5,2,2,0,1,24
11540,0,3,3,1,2,25
11541,1,4,4,2,3,0
11542,2,5,5,3,4,1
11543,3,0,6,4,5,2
11544,4,1,0,5,6,3
11545,5,2,1,6,7,4
11546,0,0,2,7,8,5
11547,1,1,3,8,9,6
11548,2,2,4,9,10,7
11549,3,0,5,0,11,8
11550,4,1,6,1,12,9
11551,0,2,0,2,13,10
11552,1,3,1,3,0,11
11553,2,0,2,4,1,12
11554,3,1,3,5,2,13
11555,4,2,4,6,3,14
11556,0,3,0,7,4,0
11557,1,4,1,8,5,1
11558,2,5,2,9,6,2
11559,3,6,3,10,7,3
11560,4,0,4,11,8,4
11561,5,1,5,0,9,0
11562,0,2,6,1,10,1
11563,1,3,0,2,11,2
11564,2,4,1,3,12,3
11565,3,0,2,4,13,4
11566,4,1,3,5,0,5
11567,0,2,4,6,1,6
11568,1,3,5,7,2,7
11569,2,4,6,8,3,8
11570,3,5,7,9,4,9
11571,0,0,0,10,5,10
11572,1,1,1,0,6,11
11573,0,2,2,1,7,12
11574,1,3,3,2,8,13
11575,0,4,4,3,9,14
11576,1,5,0,4,10,15
11577,2,0,1,5,11,16
11578,0,1,2,6,12,0
11579,1,2,3,7,13,1
11580,2,3,4,8,14,2
11581,3,4,5,9,0,3
11582,4,5,6,10,1,4
11583,0,0,0,0,2,5
11584,1,1,1,1,3,6
11585,2,2,2,2,4,7
11586,3,3,3,3,5,8
11587,4,4,4,4,6,9
11588,0,0,5,5,7,10
11589,1,1,6,6,8,11
11590,2,2,0,7,9,12
11591,3,3,1,8,10,13
11592,4,4,2,9,11,14
11593,0,0,3,0,12,15
11594,1,1,4,1,13,16
11595,2,2,5,2,14,17
11596,0,3,0,3,0,0
11597,1,4,1,4,1,1
11598,2,5,2,5,2,2
11599,0,0,3,6,3,3
11600,1,1,4,7,4,4
11601,2,2,5,8,5,5
11602,3,3,6,9,6,6
11603,4,4,0,10,7,7
11604,0,5,1,0,8,8
11605,1,6,2,1,9,9
11606,2,0,3,2,10,10
11607,3,1,4,3,11,11
11608,4,2,5,4,12,12
11609,5,3,6,5,13,13
11610,0,4,0,6,0,14
11611,1,0,1,7,1,15
11612,2,1,2,8,2,16
11613,3,2,3,9,3,17
11614,0,3,4,10,4,18
11615,1,4,5,0,5,19
11616,0,5,0,1,6,20
11617,0,0,1,2,7,21
11618,1,1,2,3,8,22
11619,2,2,3,4,9,23
11620,3,3,4,5,10,24
11621,0,4,5,6,11,0
11622,1,5,6,7,12,1
11623,2,0,7,0,13,2
11624,3,1,0,1,14,3
11625,4,2,1,2,0,4
11626,0,3,2,3,1,5
11627,1,4,3,4,2,6
11628,2,5,4,5,3,7
11629,3,6,5,6,4,8
11630,4,7,6,7,5,9
11631,0,0,7,8,6,10
11632,1,1,0,9,7,11
11633,2,2,1,10,8,12
11634,3,3,2,0,9,13
11635,4,4,3,1,10,14
11636,5,5,4,2,11,15
11637,0,0,0,3,0,0
11638,1,1,1,4,1,1
11639,2,2,2,5,2,2
11640,3,3,3,6,3,3
11641,4,4,4,7,4,4
11642,5,5,5,8,5,5
11643,0,0,0,9,6,6
11644,1,1,1,10,7,7
11645,2,2,2,0,8,8
11646,3,3,3,1,9,9
11647,4,4,4,2,10,10
11648,5,5,5,3,11,11
11649,0,0,0,4,12,12
11650,1,1,1,5,13,13
11651,2,2,2,6,14,14
11652,3,3,3,7,15,15
11653,4,4,4,8,0,16
11654,5,5,5,9,1,17
11655,0,0,0,0,2,18
11656,1,1,1,1,3,19
11657,2,2,2,2,4,20
11658,3,3,3,3,5,21
11659,4,4,4,4,6,22
11660,5,5,5,5,7,0
11661,0,0,6,6,8,1
11662,1,1,7,7,9,2
11663,2,2,0,8,10,3
11664,3,3,1,9,11,4
11665,4,4,2,10,12,5
11666,5,5,3,11,13,6
11667,0,0,4,0,14,7
11668,1,1,5,1,0,8
11669,2,2,0,2,1,0
11670,3,3,1,3,2,1
11671,4,4,2,4,3,2
11672,5,5,3,5,4,3
11673,0,0,4,6,5,4
11674,1,1,5,7,6,5
11675,2,2,0,8,7,6
11676,3,3,1,9,8,7
11677,4,4,2,0,9,8
11678,5,5,3,1,10,9
11679,0,0,4,2,11,10
11680,1,1,5,3,12,11
11681,2,2,6,4,13,12
11682,3,3,0,5,0,0
11683,4,4,1,6,1,1
11684,5,5,2,7,2,2
11685,0,0,3,8,3,3
11686,1,1,4,9,4,4
11687,2,2,5,0,5,5
11688,3,3,6,1,6,6
11689,4,4,0,2,7,7
11690,5,5,1,3,8,8
11691,0,0,2,4,9,9
11692,1,1,3,5,10,10
11693,2,2,4,6,11,11
11694,3,3,5,7,0,12
11695,4,4,6,8,1,13
11696,0,0,0,9,2,14
11697,1,1,1,10,3,15
11698,2,2,2,0,4,16
11699,3,3,3,1,5,17
11700,4,4,4,2,6,18
11701,5,5,5,3,7,19
11702,0,0,0,4,8,20
11703,1,1,1,5,9,21
11704,2,2,2,6,10,22
11705,3,3,3,7,11,23
11706,0,0,4,8,12,24
11707,1,1,5,9,13,25
11708,2,2,6,10,14,26
11709,0,3,0,11,0,27
11710,1,4,1,0,1,28
11711,2,5,2,1,2,0
11712,0,0,3,2,3,1
11713,1,1,4,3,4,2
11714,2,2,5,4,5,3
11715,3,3,6,5,6,4
11716,0,4,0,6,7,5
11717,1,5,1,7,8,6
11718,0,0,2,8,9,7
11719,1,1,3,0,10,8
11720,2,2,4,1,11,9
11721,3,3,5,2,12,10
11722,0,4,0,3,13,11
11723,1,5,1,4,0,12
11724,0,0,2,5,1,13
11725,1,1,3,6,2,14
11726,2,2,4,7,3,15
11727,3,3,5,8,4,16
11728,0,4,0,9,5,17
11729,1,5,1,0,6,18
11730,2,6,2,1,7,19
11731,3,0,3,2,8,20
11732,4,1,4,3,9,0
11733,5,2,5,4,10,1
11734,0,3,0,5,11,2
11735,1,4,1,6,12,3
11736,2,5,2,7,13,4
11737,3,0,3,8,0,5
11738,4,1,4,9,1,6
11739,5,2,5,0,2,7
11740,6,3,6,1,3,8
11741,0,4,0,2,4,9
11742,1,5,1,3,5,10
11743,2,6,2,4,6,11
11744,0,0,3,5,7,12
11745,1,1,4,6,8,13
11746,2,2,5,7,9,14
11747,0,3,0,8,10,15
11748,1,4,1,9,11,16
11749,2,5,2,0,12,17
11750,0,0,3,1,13,18
11751,1,1,4,2,14,19
11752,0,2,0,3,15,0
11753,1,3,1,4,0,1
11754,2,4,2,5,1,2
11755,3,5,3,6,2,3
11756,0,0,4,7,3,4
11757,1,1,5,8,4,5
11758,2,2,0,9,5,6
11759,3,3,1,10,6,7
11760,4,4,2,0,7,8
11761,5,5,3,1,8,9
11762,6,6,4,2,9,10
11763,0,0,5,3,10,11
11764,0,1,6,4,11,12
11765,1,2,7,5,12,13
11766,2,3,0,6,13,14
11767,3,4,1,7,0,15
11768,4,5,2,8,1,16
11769,0,0,3,9,2,17
11770,1,1,4,10,3,18
11771,2,2,5,0,4,19
11772,3,3,6,1,5,20
11773,4,4,0,2,6,21
11774,5,5,1,3,7,22
11775,0,0,2,4,8,23
11776,1,1,3,5,9,0
11777,2,2,4,6,10,1
11778,3,3,5,7,11,2
11779,4,4,0,8,12,3
11780,5,5,1,9,13,4
11781,0,0,2,0,14,5
11782,1,1,3,1,0,6
11783,2,2,4,2,1,7
11784,3,3,5,3,2,8
11785,0,4,6,4,3,9
11786,1,5,0,5,4,10
11787,0,0,1,6,5,11
11788,1,1,2,7,6,12
11789,2,2,3,8,7,13
11790,3,3,4,9,8,14
11791,4,4,5,10,9,15
11792,0,0,0,0,10,0
11793,1,1,1,1,11,1
11794,2,2,2,2,12,2
11795,3,3,3,3,13,3
11796,4,4,4,4,14,4
11797,5,5,5,5,0,5
11798,0,0,0,6,1,6
11799,1,1,1,7,2,7
11800,2,2,2,8,3,8
11801,3,3,3,9,4,9
11802,4,4,4,0,5,10
11803,5,5,5,1,6,11
11804,0,0,0,2,7,12
11805,1,1,1,3,8,13
11806,2,2,2,4,9,14
11807,3,3,3,5,10,15
11808,4,4,4,6,11,16
11809,5,5,5,7,12,17
11810,6,6,6,8,0,18
11811,0,0,0,9,1,19
11812,1,1,1,0,2,20
11813,2,2,2,1,3,21
11814,3,3,3,2,4,22
11815,4,4,4,3,5,23
11816,5,5,5,4,6,24
11817,6,6,6,5,7,25
11818,0,0,0,6,8,26
11819,1,1,1,7,9,27
11820,2,2,2,8,10,28
11821,3,3,3,9,11,29
11822,4,4,4,10,12,30
11823,0,0,0,0,13,31
11824,1,1,1,1,0,32
11825,2,2,2,2,1,33
11826,3,3,3,3,2,34
11827,4,4,4,4,3,35
11828,5,5,5,5,4,36
11829,0,0,6,6,5,37
11830,1,1,0,7,6,38
11831,2,2,1,8,7,0
11832,3,3,2,9,8,1
11833,4,4,3,0,9,2
11834,0,0,4,1,10,3
11835,1,1,5,2,11,4
11836,2,2,0,3,12,5
11837,3,3,1,4,13,6
11838,4,4,2,5,0,7
11839,0,0,3,6,1,8
11840,1,1,4,7,2,9
11841,2,2,5,8,3,10
11842,3,3,6,9,4,11
11843,4,4,0,0,5,12
11844,0,0,1,1,6,13
11845,1,1,2,2,7,14
11846,2,2,3,3,8,15
11847,3,3,4,4,9,16
11848,4,4,5,5,10,17
11849,5,5,6,6,0,18
11850,0,0,0,7,1,19
11851,1,1,1,8,2,20
11852,2,2,2,9,3,21
11853,3,3,3,10,4,22
11854,4,4,4,11,5,23
11855,5,5,5,12,6,24
11856,0,0,0,0,7,25
11857,1,1,1,1,8,0
11858,2,2,2,2,9,1
11859,3,3,3,3,10,2
11860,4,4,4,4,11,3
11861,5,5,5,5,12,4
11862,0,0,6,6,13,5
11863,1,1,0,7,14,6
11864,2,2,1,8,0,7
11865,3,3,2,9,1,8
11866,4,4,3,10,2,9
11867,5,5,4,11,3,10
11868,0,0,5,12,4,11
11869,1,1,6,0,5,12
11870,2,2,7,1,6,13
11871,3,3,0,2,7,0
11872,4,4,1,3,8,1
11873,5,5,2,4,9,2
11874,0,0,3,5,10,3
11875,1,1,4,6,0,4
11876,2,2,5,7,1,5
11877,3,3,6,8,2,6
11878,4,4,0,0,3,7
11879,0,0,1,1,4,8
11880,1,1,2,2,5,9
11881,2,2,3,3,6,10
11882,3,3,4,4,7,11
11883,4,4,5,5,8,12
11884,5,5,0,6,9,13
11885,0,0,1,7,10,14
11886,1,1,2,8,11,15
11887,2,2,3,9,12,16
11888,3,3,4,10,0,17
11889,4,4,5,0,1,18
11890,5,5,6,1,2,19
11891,0,0,0,2,3,20
11892,1,1,1,3,4,21
11893,2,2,2,4,5,22
11894,3,3,3,5,6,23
11895,4,4,4,6,7,24
11896,0,0,5,7,8,25
11897,1,1,6,8,9,26
11898,2,2,7,9,10,27
11899,3,3,0,0,11,28
11900,4,4,1,1,12,0
11901,5,5,2,2,13,1
11902,0,0,3,3,14,2
11903,1,1,4,4,0,3
11904,2,2,5,5,1,4
11905,3,3,6,6,2,5
11906,4,4,0,7,3,6
11907,5,5,1,8,4,7
11908,0,0,2,9,5,8
11909,1,1,3,10,6,9
11910,2,2,4,11,7,10
11911,3,3,5,12,8,11
11912,4,4,0,0,9,12
11913,5,5,1,1,10,13
11914,0,0,2,2,11,14
11915,1,1,3,3,12,15
11916,2,2,4,4,13,16
11917,3,3,5,5,0,17
11918,4,4,6,6,1,18
11919,0,0,0,7,2,19
11920,1,1,1,8,3,20
11921,2,2,2,9,4,21
11922,3,3,3,10,5,22
11923,4,4,4,0,6,23
11924,5,5,5,1,7,24
11925,6,6,6,2,8,0
11926,0,0,0,3,9,1
11927,1,1,1,4,10,2
11928,2,2,2,5,11,3
11929,3,3,3,6,12,4
11930,4,4,4,7,13,5
11931,0,0,0,8,14,6
11932,1,1,1,9,0,7
11933,2,2,2,10,1,8
11934,3,3,3,11,2,9
11935,4,4,4,0,3,10
11936,5,0,5,1,4,11
11937,0,0,0,2,5,12
11938,1,1,1,3,6,13
11939,2,2,2,4,7,14
11940,3,3,3,5,8,15
11941,4,4,4,6,9,16
11942,0,0,5,7,10,17
11943,1,1,0,0,11,18
11944,2,2,1,1,12,19
11945,3,3,2,2,0,20
11946,4,4,3,3,1,21
11947,5,5,4,4,2,22
11948,0,0,5,5,3,23
11949,1,1,6,6,4,24
11950,2,2,7,7,5,25
11951,3,3,0,8,6,0
11952,4,4,1,9,7,1
11953,5,5,2,10,8,2
11954,0,0,3,11,9,3
11955,1,1,4,0,10,4
11956,2,2,5,1,11,5
11957,3,3,0,2,12,6
11958,4,4,1,3,0,7
11959,5,5,2,4,1,0
11960,0,0,3,5,2,1
11961,1,1,4,6,3,2
11962,2,2,5,7,4,3
11963,3,3,6,8,5,4
11964,4,4,7,9,6,5
11965,0,0,0,10,7,6
11966,1,1,1,0,8,7
11967,2,2,2,1,9,8
11968,3,3,3,2,10,9
11969,4,4,4,3,11,10
11970,5,5,0,4,12,11
11971,0,0,1,5,13,12
11972,1,1,2,6,14,13
11973,2,2,3,7,0,14
11974,3,3,4,8,1,15
11975,4,4,5,9,2,16
11976,5,5,6,10,3,17
11977,0,0,0,0,4,18
11978,1,1,1,1,5,19
11979,2,2,2,2,6,20
11980,3,3,3,3,7,21
11981,4,4,4,4,8,22
11982,5,5,5,5,9,23
11983,0,0,0,6,10,24
11984,1,1,0,7,11,25
11985,2,2,1,8,12,26
11986,3,3,2,9,0,27
11987,4,4,3,10,1,28
11988,5,5,0,0,2,0
11989,0,0,1,1,3,1
11990,1,1,2,2,4,2
11991,2,2,3,3,5,3
11992,3,3,4,4,6,4
11993,4,4,5,5,7,5
11994,0,0,0,6,8,6
11995,1,1,1,7,9,7
11996,2,2,2,8,10,8
11997,3,3,3,9,11,9
11998,4,4,4,10,12,10
11999,5,5,5,0,13,11
12000,0,0,0,1,0,12
12001,1,1,1,2,1,13
12002,2,2,2,3,2,14
12003,3,3,0,4,3,15
12004,4,4,1,5,4,16
12005,5,5,2,6,5,17
12006,0,0,3,7,6,18
12007,1,1,4,8,7,19
12008,2,2,0,9,8,0
12009,3,3,1,0,9,1
12010,4,4,2,1,10,2
12011,5,5,3,2,11,3
12012,6,6,4,3,12,4
12013,0,0,5,4,13,5
12014,1,1,6,5,14,6
12015,2,2,0,6,15,7
12016,3,3,1,7,0,8
12017,4,4,2,8,1,9
12018,5,5,3,9,2,10
12019,0,0,4,10,3,11
12020,1,1,5,0,4,12
12021,2,2,6,1,5,13
12022,3,3,0,2,6,14
12023,4,4,1,3,7,15
12024,5,5,2,4,8,16
12025,6,6,3,5,9,17
12026,0,0,4,6,10,18
12027,1,1,5,7,11,19
12028,2,2,6,8,12,20
12029,3,3,0,0,13,21
12030,4,4,1,1,0,0
12031,5,5,2,2,1,1
12032,0,0,3,3,2,2
12033,1,1,4,4,3,3
12034,2,2,5,5,4,4
12035,3,3,6,6,5,5
12036,4,4,0,7,6,6
12037,5,5,1,8,7,7
12038,0,0,2,9,8,8
12039,1,1,3,10,9,9
12040,2,2,4,0,10,10
12041,3,3,5,1,11,11
12042,0,4,0,2,12,12
12043,1,5,1,3,13,13
12044,0,0,2,4,0,14
12045,1,1,3,5,1,15
12046,2,2,4,6,2,16
12047,3,3,5,7,3,17
12048,4,4,6,8,4,18
12049,0,0,0,9,5,19
12050,1,1,1,10,6,20
12051,2,2,2,0,7,0
12052,3,3,3,1,8,1
12053,4,4,4,2,9,2
12054,5,5,5,3,10,3
12055,0,0,0,4,11,4
12056,1,1,1,5,12,5
12057,2,2,2,6,0,6
12058,3,3,3,7,1,7
12059,4,4,4,8,2,8
12060,0,0,5,9,3,9
12061,1,1,6,10,4,10
12062,2,2,0,0,5,11
12063,3,3,1,1,6,12
12064,4,4,2,2,7,13
12065,5,5,3,3,8,14
12066,0,0,4,4,9,15
12067,1,1,5,5,10,16
12068,2,2,6,6,11,17
12069,3,3,7,7,12,18
12070,4,4,0,8,13,0
12071,5,5,1,9,0,1
12072,0,0,2,10,1,2
12073,1,1,3,11,2,3
12074,2,2,4,0,3,4
12075,3,3,5,1,4,5
12076,4,4,6,2,5,6
12077,5,5,0,3,6,7
12078,0,0,1,4,7,8
12079,1,1,2,5,8,9
12080,2,2,3,6,9,10
12081,3,3,4,7,10,11
12082,4,4,5,8,11,12
12083,5,5,6,0,12,13
12084,0,0,7,1,13,14
12085,1,1,0,2,14,15
12086,2,2,1,3,15,16
12087,3,3,2,4,0,17
12088,4,4,3,5,1,18
12089,5,5,4,6,2,19
12090,6,6,5,7,3,20
12091,0,0,6,8,4,21
12092,1,1,0,0,5,22
12093,2,2,1,1,6,23
12094,3,3,2,2,7,24
12095,0,4,3,3,8,0
12096,1,5,4,4,9,1
12097,0,0,5,5,10,2
12098,1,1,6,6,11,3
12099,2,2,0,7,12,4
12100,3,3,1,8,13,5
12101,4,4,2,9,0,6
12102,5,5,3,10,1,7
12103,0,0,4,0,2,8
12104,1,1,5,1,3,9
12105,2,2,6,2,4,10
12106,3,3,0,3,5,11
12107,4,4,1,4,6,12
12108,5,5,2,5,7,13
12109,0,0,3,6,8,14
12110,1,1,4,7,9,15
12111,2,2,0,8,10,16
12112,3,3,1,0,11,17
12113,4,4,2,1,12,18
12114,0,0,3,2,13,19
12115,1,1,4,3,14,0
12116,2,2,5,4,15,1
12117,3,3,6,5,0,2
12118,4,4,0,6,1,3
12119,5,5,1,7,2,4
12120,0,0,2,8,3,5
12121,1,1,3,9,4,6
12122,2,2,4,10,5,7
12123,3,3,0,0,6,8
12124,4,4,1,1,7,9
12125,5,5,2,2,8,10
12126,0,0,3,3,9,11
12127,1,1,4,4,10,12
12128,2,2,5,5,11,13
12129,3,3,0,6,12,14
12130,4,4,1,7,13,15
12131,5,5,2,8,14,16
12132,0,0,3,9,15,17
12133,1,1,4,10,0,18
12134,2,2,5,0,1,19
12135,3,3,0,1,2,20
12136,4,4,1,2,3,21
12137,5,5,2,3,4,22
12138,0,0,3,4,5,0
12139,1,1,4,5,6,1
12140,2,2,5,6,7,2
12141,3,3,6,7,8,3
12142,4,4,7,8,9,4
12143,5,5,0,9,10,0
12144,0,0,1,0,11,1
12145,1,1,2,1,12,2
12146,2,2,3,2,13,3
12147,3,3,4,3,0,4
12148,4,4,5,4,1,5
12149,5,5,6,5,2,6
12150,0,0,0,6,3,7
12151,1,1,1,7,4,8
12152,2,2,2,8,5,9
12153,3,3,3,9,6,10
12154,4,0,4,10,7,11
12155,5,1,5,0,8,12
12156,0,0,6,1,9,13
12157,1,1,0,2,10,0
12158,2,2,1,3,11,1
12159,3,0,2,4,12,2
12160,0,1,3,5,13,3
12161,1,2,4,6,14,4
12162,2,3,5,7,0,5
12163,3,4,6,8,1,6
12164,4,5,0,9,2,7
12165,0,0,1,10,3,8
12166,1,1,2,11,4,9
12167,0,2,3,0,5,10
12168,1,3,4,1,6,11
12169,2,4,5,2,7,12
12170,3,0,6,3,8,13
12171,4,1,0,4,9,14
12172,5,2,1,5,10,15
12173,0,3,2,6,11,16
12174,1,4,3,7,12,17
12175,2,5,4,8,13,18
12176,3,6,5,0,14,19
12177,4,7,6,1,0,20
12178,0,0,0,2,1,21
12179,1,1,1,3,2,22
12180,2,2,2,4,3,0
12181,3,3,3,5,4,1
12182,4,4,4,6,5,2
12183,5,5,5,7,6,3
12184,0,0,6,8,7,4
12185,1,1,7,0,8,5
12186,2,2,0,1,9,0
12187,3,3,1,2,10,1
12188,4,4,2,3,11,2
12189,5,5,3,4,12,3
12190,6,6,4,5,13,4
12191,0,0,5,6,0,5
12192,1,1,6,7,1,6
12193,2,2,0,8,2,7
12194,3,3,1,9,3,8
12195,4,4,2,10,4,9
12196,0,0,3,0,5,10
12197,1,1,4,1,6,11
12198,2,2,0,2,7,12
12199,3,3,1,3,8,13
12200,4,4,2,4,9,14
12201,0,0,3,5,10,15
12202,1,1,4,6,11,16
12203,2,2,5,7,12,17
12204,3,3,0,8,0,18
12205,4,4,1,9,1,19
12206,5,5,2,0,2,20
12207,0,0,3,1,3,21
12208,1,1,4,2,4,22
12209,2,2,5,3,5,23
12210,3,3,6,4,6,24
12211,4,4,0,5,7,25
12212,5,5,1,6,8,26
12213,6,6,2,7,9,27
12214,0,0,3,8,10,28
12215,1,1,4,9,11,29
12216,2,2,5,0,12,30
12217,3,3,6,1,13,31
12218,4,4,7,2,14,0
12219,5,5,0,3,0,1
12220,0,0,1,4,1,2
12221,1,1,2,5,2,3
12222,2,2,3,6,3,4
12223,3,3,4,7,4,5
12224,4,4,5,8,5,6
12225,0,5,0,9,6,7
12226,1,6,1,10,7,8
12227,0,0,2,0,8,9
12228,1,1,3,1,9,10
12229,2,2,4,2,10,11
12230,3,3,5,3,11,12
12231,0,4,0,4,12,13
